						grid12
             900
            3480
            6000
       1       2          91        6643
       1      31          97        6790
       2       1          95        6609
       2       3          82        6645
       2      32          92        6657
       3       2          85        6859
       3       4          95        6922
       3      33          97        6796
       4       3          93        6682
       4       5          83        6649
       4      34          85        6699
       5       4          99        6648
       5       6          87        6617
       5      35          80        6634
       6       5          85        6989
       6       7          98        6818
       6      36          88        6761
       7       6          93        6949
       7       8          84        6931
       7      37          85        6730
       8       7          81        6856
       8       9          96        6664
       8      38          96        6790
       9       8          88        6788
       9      10          87        6701
       9      39          98        6892
      10       9          84        6716
      10      11          97        6925
      10      40         100        6775
      11      10          83        6789
      11      12          99        6723
      11      41          94        6920
      12      11          88        6659
      12      13          86        6904
      12      42          96        6810
      13      12          83        6807
      13      14          98        6883
      13      43          85        6957
      14      13          93        6739
      14      15          86        6774
      14      44          93        6807
      15      14          94        6888
      15      16          82        6771
      15      45          96        6889
      16      15          91        6945
      16      17          88        6657
      16      46          92        6884
      17      16          98        6826
      17      18          83        6756
      17      47          82        6839
      18      17          88        6979
      18      19          94        6763
      18      48          96        6689
      19      18          94        6701
      19      20          80        6788
      19      49          94        6788
      20      19          86        6734
      20      21         100        6996
      20      50         100        6798
      21      20          94        6803
      21      22          82        6649
      21      51          89        6958
      22      21          98        6903
      22      23          88        6676
      22      52         100        6912
      23      22          89        6751
      23      24          81        6891
      23      53          92        6603
      24      23          98        6777
      24      25          92        6834
      24      54          92        6691
      25      24          92        6638
      25      26          96        6881
      25      55          94        6710
      26      25          99        6881
      26      27          97        6976
      26      56          97        6785
      27      26          92        6910
      27      28          89        6968
      27      57          95        6716
      28      27          82        6878
      28      29          84        6696
      28      58          89        6769
      29      28          99        6700
      29      30          96        6652
      29      59          81        6919
      30      29          94        6786
      30      60          94        6969
      31       1          95        6762
      31      32          80        6912
      31      61          81        6897
      32       2          95        6809
      32      31          94        6877
      32      33          95        6881
      32      62          81        6878
      33       3          88        6745
      33      32          81        6743
      33      34          94        6644
      33      63          80        6861
      34       4          98        6845
      34      33          94        6873
      34      35          80        6990
      34      64          86        6844
      35       5          95        6701
      35      34          82        6656
      35      36          98        6922
      35      65          85        6973
      36       6          81        6647
      36      35          95        6728
      36      37          86        6639
      36      66          91        6890
      37       7          93        6771
      37      36          87        6989
      37      38          96        6726
      37      67          99        6680
      38       8          99        6899
      38      37          89        6699
      38      39          98        6609
      38      68          93        6918
      39       9          87        6888
      39      38          91        6857
      39      40          83        6744
      39      69          85        6727
      40      10          96        6825
      40      39          97        6868
      40      41          96        6799
      40      70          82        6967
      41      11          82        6855
      41      40          84        6933
      41      42          94        6683
      41      71          86        6667
      42      12         100        6637
      42      41          93        6942
      42      43          93        6710
      42      72          96        6998
      43      13          87        6963
      43      42          94        6921
      43      44          87        6922
      43      73          83        6928
      44      14          83        6725
      44      43          96        6605
      44      45          96        6676
      44      74          89        6835
      45      15          83        6965
      45      44          91        6785
      45      46          92        6921
      45      75          92        6628
      46      16          85        6805
      46      45          94        6818
      46      47          94        6651
      46      76          95        6655
      47      17          84        6990
      47      46          83        6923
      47      48          84        6783
      47      77          94        6737
      48      18          89        6618
      48      47          85        6874
      48      49          92        6936
      48      78          85        6825
      49      19          98        6822
      49      48          92        6896
      49      50          99        6756
      49      79          97        6993
      50      20          89        6967
      50      49          84        6794
      50      51          80        6866
      50      80          80        6693
      51      21          97        6713
      51      50          98        6701
      51      52          86        6694
      51      81          94        6965
      52      22          85        6721
      52      51          91        6685
      52      53          84        6642
      52      82          88        6728
      53      23          84        6956
      53      52          81        6604
      53      54          82        6664
      53      83          83        6864
      54      24          86        6953
      54      53          91        6638
      54      55         100        6712
      54      84          83        6803
      55      25          95        6606
      55      54          85        6708
      55      56          80        6706
      55      85          91        6915
      56      26          84        6642
      56      55          86        6779
      56      57          94        6706
      56      86          85        6643
      57      27          85        6950
      57      56          82        6687
      57      58          84        6936
      57      87          97        6863
      58      28          94        6713
      58      57          95        6673
      58      59          81        6720
      58      88          85        6806
      59      29          85        6925
      59      58         100        6860
      59      60          91        6809
      59      89          82        6840
      60      30          80        6835
      60      59          85        6873
      60      90          96        6943
      61      31          83        6628
      61      62          84        6893
      61      91          88        6616
      62      32          88        6722
      62      61          91        6781
      62      63          94        6964
      62      92          86        6623
      63      33          92        6846
      63      62          92        6709
      63      64          93        6756
      63      93          83        6991
      64      34          99        6778
      64      63          86        6786
      64      65          84        6842
      64      94          88        6910
      65      35          86        6712
      65      64          88        6751
      65      66          85        6829
      65      95          94        6998
      66      36          98        6686
      66      65          88        6834
      66      67          94        6640
      66      96          81        6864
      67      37          93        6719
      67      66          98        6751
      67      68         100        6663
      67      97          93        6899
      68      38          87        6826
      68      67          91        6648
      68      69          95        6752
      68      98         100        6712
      69      39          91        6774
      69      68          84        6736
      69      70          97        6610
      69      99          85        6832
      70      40          89        6852
      70      69          93        6907
      70      71          95        6744
      70     100          84        6876
      71      41          82        6695
      71      70          97        6655
      71      72          89        6945
      71     101          88        6794
      72      42          91        6652
      72      71         100        6613
      72      73          86        6646
      72     102          98        6827
      73      43          96        6741
      73      72          88        6817
      73      74          92        6939
      73     103          98        6758
      74      44          94        6856
      74      73          89        6605
      74      75          93        6998
      74     104          82        6888
      75      45          85        6900
      75      74          82        6879
      75      76          98        6678
      75     105          85        6955
      76      46          97        6892
      76      75          96        6819
      76      77          85        6848
      76     106          84        6982
      77      47          85        6919
      77      76          84        6986
      77      78          87        6829
      77     107          81        6701
      78      48          99        6996
      78      77          93        6906
      78      79          86        6891
      78     108          94        6736
      79      49          82        6688
      79      78          85        6662
      79      80          88        6769
      79     109          81        6973
      80      50          81        6969
      80      79          82        6996
      80      81          96        6973
      80     110          98        6930
      81      51          82        6969
      81      80          91        6645
      81      82          92        6646
      81     111          96        6732
      82      52          94        6883
      82      81          86        6609
      82      83          93        6729
      82     112          85        6704
      83      53          88        6885
      83      82          88        6879
      83      84          88        6606
      83     113          88        6605
      84      54          94        6941
      84      83          98        6923
      84      85          87        6982
      84     114          91        6902
      85      55          84        6948
      85      84          81        6653
      85      86          94        6761
      85     115          94        6708
      86      56          97        6886
      86      85          88        6783
      86      87          81        6687
      86     116         100        6781
      87      57          93        6843
      87      86          83        6887
      87      88          83        6709
      87     117          93        6623
      88      58          96        6956
      88      87          97        6872
      88      89          87        6628
      88     118          99        6856
      89      59          82        6762
      89      88          81        6978
      89      90          84        6603
      89     119          94        6726
      90      60          80        6791
      90      89          87        6819
      90     120          82        6659
      91      61          81        6707
      91      92          88        6685
      91     121          93        6979
      92      62          98        6975
      92      91          91        6862
      92      93          97        6695
      92     122          89        6865
      93      63          92        6905
      93      92          93        6928
      93      94          95        6817
      93     123          88        6747
      94      64          93        6903
      94      93          89        6774
      94      95          86        6841
      94     124          91        6878
      95      65          96        6904
      95      94          96        6826
      95      96          80        6763
      95     125          81        6827
      96      66          98        6934
      96      95         100        6675
      96      97         100        6829
      96     126          97        6717
      97      67          80        6703
      97      96          88        6679
      97      98          82        6669
      97     127          80        6695
      98      68          89        6751
      98      97          93        6780
      98      99          85        6793
      98     128          81        6744
      99      69          99        6702
      99      98         100        6933
      99     100          96        6699
      99     129          80        6742
     100      70          97        6796
     100      99          96        6977
     100     101          91        6863
     100     130          91        6890
     101      71          83        6652
     101     100          96        6751
     101     102          94        6872
     101     131          81        6816
     102      72          98        6639
     102     101          96        6661
     102     103          94        6966
     102     132          88        6669
     103      73          87        6999
     103     102          88        6724
     103     104          87        6841
     103     133          92        6914
     104      74          95        6901
     104     103          93        6700
     104     105          97        6990
     104     134          89        6942
     105      75          89        6978
     105     104          87        6911
     105     106          88        6830
     105     135          82        6814
     106      76          97        6719
     106     105          97        6773
     106     107          82        6889
     106     136          96        6630
     107      77          98        6661
     107     106          88        6650
     107     108          84        6911
     107     137          97        6670
     108      78          94        6770
     108     107          81        6839
     108     109          89        6740
     108     138          84        6779
     109      79          91        6948
     109     108          96        6904
     109     110          82        6645
     109     139          89        6948
     110      80          87        6643
     110     109          96        6765
     110     111          89        6754
     110     140          81        6773
     111      81          97        6719
     111     110          98        6764
     111     112          93        6656
     111     141          87        6918
     112      82         100        6954
     112     111          93        6905
     112     113          80        6830
     112     142          89        6699
     113      83          97        6722
     113     112          80        6902
     113     114          86        6970
     113     143          81        6889
     114      84          80        6622
     114     113          84        6823
     114     115          84        6865
     114     144          96        6663
     115      85          96        6624
     115     114          86        6770
     115     116          97        6896
     115     145          95        6602
     116      86         100        6886
     116     115          88        6973
     116     117          99        6612
     116     146          87        6651
     117      87          94        6804
     117     116          94        6754
     117     118          93        6857
     117     147          88        6965
     118      88          96        6873
     118     117          95        6924
     118     119          94        6687
     118     148          97        6941
     119      89          92        6896
     119     118          82        6874
     119     120          80        6975
     119     149          83        6747
     120      90          80        6726
     120     119          88        6934
     120     150          80        6727
     121      91          81        6675
     121     122          91        6690
     121     151          86        6837
     122      92          93        6805
     122     121          81        6613
     122     123          91        6666
     122     152          83        6883
     123      93          91        6697
     123     122          84        6965
     123     124          95        6970
     123     153          83        6636
     124      94          97        6613
     124     123          89        6915
     124     125          80        6818
     124     154          94        6943
     125      95          85        6950
     125     124          88        6961
     125     126          89        6719
     125     155          88        6906
     126      96          98        6614
     126     125          96        6829
     126     127          80        6978
     126     156          95        6808
     127      97          80        6634
     127     126          80        6866
     127     128          83        6652
     127     157          89        6619
     128      98          97        6952
     128     127          92        6847
     128     129          80        6734
     128     158          98        6670
     129      99          85        6846
     129     128          89        6695
     129     130          95        6723
     129     159          81        6941
     130     100          99        6834
     130     129          85        6616
     130     131          93        6740
     130     160          98        6745
     131     101          94        6947
     131     130          91        6794
     131     132          96        6763
     131     161          86        6834
     132     102          95        6811
     132     131          96        6923
     132     133          95        6730
     132     162          88        6950
     133     103          86        6813
     133     132          89        6905
     133     134          93        6678
     133     163          97        6803
     134     104          95        6612
     134     133          81        6637
     134     135          89        6691
     134     164          98        6729
     135     105          86        6649
     135     134          85        6974
     135     136          95        6995
     135     165          83        6800
     136     106          80        6930
     136     135          94        6601
     136     137          85        6787
     136     166          82        6632
     137     107          82        6740
     137     136          88        6921
     137     138          91        6953
     137     167          96        6677
     138     108          94        6747
     138     137          85        6865
     138     139          83        6824
     138     168          95        6837
     139     109          87        6764
     139     138          83        6949
     139     140          82        6955
     139     169          95        6785
     140     110          91        6625
     140     139          80        6877
     140     141          82        6872
     140     170          87        6631
     141     111          99        6648
     141     140          89        6813
     141     142          91        6957
     141     171          81        6727
     142     112          96        6734
     142     141          84        6627
     142     143          91        6636
     142     172          87        6834
     143     113          97        6977
     143     142          99        6833
     143     144          87        6820
     143     173          92        6659
     144     114          96        6837
     144     143          95        6729
     144     145          82        6778
     144     174          84        6777
     145     115          88        6949
     145     144          97        6653
     145     146          91        6997
     145     175          95        6743
     146     116          93        6620
     146     145         100        6664
     146     147          98        6983
     146     176          91        6626
     147     117          94        6685
     147     146          87        6962
     147     148          92        6784
     147     177          89        6747
     148     118          89        6779
     148     147          84        6768
     148     149          81        6782
     148     178          87        6663
     149     119          88        6688
     149     148          95        6955
     149     150          97        6917
     149     179          87        6995
     150     120          98        6849
     150     149          95        6772
     150     180          82        6723
     151     121          99        6708
     151     152          83        6848
     151     181         100        6745
     152     122          85        6911
     152     151          94        6673
     152     153          95        6990
     152     182          91        6889
     153     123          95        6689
     153     152          99        6899
     153     154          97        6601
     153     183          86        6730
     154     124          96        6760
     154     153          92        6677
     154     155          91        6917
     154     184          83        6656
     155     125          93        6971
     155     154          98        6616
     155     156          83        6636
     155     185          96        6707
     156     126          82        6980
     156     155          83        6616
     156     157          80        6783
     156     186          96        6721
     157     127          88        6886
     157     156          87        6760
     157     158          81        6956
     157     187          94        6736
     158     128          87        6606
     158     157          95        6763
     158     159          97        6815
     158     188          88        6781
     159     129          88        6948
     159     158          87        6975
     159     160          91        6881
     159     189          97        6950
     160     130          97        6739
     160     159          95        6956
     160     161          81        6895
     160     190          83        6876
     161     131          83        6989
     161     160          83        6632
     161     162          98        6611
     161     191          89        6726
     162     132          97        6834
     162     161          95        6852
     162     163          98        6888
     162     192          81        6821
     163     133          97        6629
     163     162          98        6749
     163     164          87        6728
     163     193          83        6793
     164     134          84        6955
     164     163         100        6726
     164     165          85        6936
     164     194          94        7000
     165     135          95        6896
     165     164          96        6871
     165     166          96        6860
     165     195          92        6700
     166     136          98        6762
     166     165          85        6823
     166     167          86        6878
     166     196          99        6906
     167     137          99        6997
     167     166          81        6894
     167     168          80        6683
     167     197          80        6828
     168     138          93        6862
     168     167          99        6861
     168     169          93        6842
     168     198         100        6623
     169     139          91        6635
     169     168          88        6645
     169     170          98        6883
     169     199          97        6954
     170     140          94        6901
     170     169          98        6881
     170     171          85        6974
     170     200          83        6876
     171     141          83        6686
     171     170          80        6804
     171     172          98        6862
     171     201          95        6967
     172     142          95        6812
     172     171          86        6649
     172     173          82        6722
     172     202          93        6808
     173     143          89        6614
     173     172          92        6786
     173     174          95        6797
     173     203          86        6929
     174     144          87        6807
     174     173          82        6807
     174     175         100        6868
     174     204          87        6730
     175     145          89        6641
     175     174         100        6763
     175     176          96        6845
     175     205          89        6893
     176     146          84        6925
     176     175          96        6978
     176     177          88        6711
     176     206          97        6602
     177     147          83        6671
     177     176          93        6644
     177     178          81        6706
     177     207          89        6864
     178     148          83        6927
     178     177          85        6812
     178     179          94        6800
     178     208          95        6675
     179     149          98        6758
     179     178          89        6797
     179     180          96        6724
     179     209          92        6913
     180     150          87        6940
     180     179          87        6792
     180     210          80        6816
     181     151          88        6684
     181     182          81        6727
     181     211          99        6930
     182     152          95        6950
     182     181          96        6642
     182     183          81        6853
     182     212          91        6783
     183     153          89        6607
     183     182          82        6778
     183     184          92        6942
     183     213          81        6718
     184     154          95        6950
     184     183         100        6800
     184     185          91        6863
     184     214          96        6734
     185     155          85        6769
     185     184          82        6618
     185     186          81        6630
     185     215          97        6974
     186     156          81        6758
     186     185          85        6643
     186     187          83        6769
     186     216          85        6733
     187     157          92        6779
     187     186          85        6612
     187     188          83        6949
     187     217          97        6981
     188     158          97        6989
     188     187          91        6652
     188     189          81        6817
     188     218          84        6802
     189     159          84        6677
     189     188          86        6903
     189     190          91        6810
     189     219          95        6767
     190     160          92        6893
     190     189          88        6995
     190     191          85        6900
     190     220          95        6855
     191     161          92        6702
     191     190          91        6911
     191     192          87        6645
     191     221          84        6731
     192     162          88        6766
     192     191          91        6938
     192     193          80        6896
     192     222          97        6795
     193     163          87        6871
     193     192         100        6619
     193     194          80        6929
     193     223          92        6618
     194     164          92        6705
     194     193          80        6818
     194     195          87        6967
     194     224          87        6768
     195     165          95        6914
     195     194          87        6816
     195     196          96        6649
     195     225          94        6650
     196     166          80        6919
     196     195          95        6946
     196     197          92        6608
     196     226          85        6764
     197     167          87        6955
     197     196          99        6681
     197     198          95        6927
     197     227          86        6798
     198     168          91        6783
     198     197          91        6681
     198     199          80        6834
     198     228          87        6768
     199     169          92        6948
     199     198          80        6727
     199     200          99        6987
     199     229          81        6612
     200     170          80        6648
     200     199          83        6836
     200     201          82        6732
     200     230          95        6662
     201     171          98        6858
     201     200          84        6687
     201     202          92        6876
     201     231          89        6795
     202     172          91        6800
     202     201          81        6649
     202     203          94        6754
     202     232          88        6679
     203     173          94        6792
     203     202          86        6753
     203     204          92        6938
     203     233          93        6931
     204     174         100        6764
     204     203          97        6890
     204     205          80        6763
     204     234          84        6797
     205     175         100        6684
