						grid5
             225
             840
             100
       1       2          91         193
       1      16          97         340
       2       1          95         159
       2       3          82         195
       2      17          92         207
       3       2          85         409
       3       4          95         472
       3      18          97         346
       4       3          93         232
       4       5          83         199
       4      19          85         249
       5       4          99         198
       5       6          87         167
       5      20          80         184
       6       5          85         539
       6       7          98         368
       6      21          88         311
       7       6          93         499
       7       8          84         481
       7      22          85         280
       8       7          81         406
       8       9          96         214
       8      23          96         340
       9       8          88         338
       9      10          87         251
       9      24          98         442
      10       9          84         266
      10      11          97         475
      10      25         100         325
      11      10          83         339
      11      12          99         273
      11      26          94         470
      12      11          88         209
      12      13          86         454
      12      27          96         360
      13      12          83         357
      13      14          98         433
      13      28          85         507
      14      13          93         289
      14      15          86         324
      14      29          93         357
      15      14          94         438
      15      30          82         321
      16       1          96         439
      16      17          91         495
      16      31          88         207
      17       2          92         434
      17      16          98         376
      17      18          83         306
      17      32          82         389
      18       3          88         529
      18      17          94         313
      18      19          96         239
      18      33          94         251
      19       4          80         338
      19      18          94         338
      19      20          86         284
      19      34         100         546
      20       5         100         348
      20      19          94         353
      20      21          82         199
      20      35          89         508
      21       6          98         453
      21      20          88         226
      21      22         100         462
      21      36          89         301
      22       7          81         441
      22      21          92         153
      22      23          98         327
      22      37          92         384
      23       8          92         241
      23      22          92         188
      23      24          96         431
      23      38          94         260
      24       9          99         431
      24      23          97         526
      24      25          97         335
      24      39          92         460
      25      10          89         518
      25      24          95         266
      25      26          82         428
      25      40          84         246
      26      11          89         319
      26      25          99         250
      26      27          96         202
      26      41          81         469
      27      12          94         336
      27      26          94         519
      27      28          95         312
      27      42          80         462
      28      13          81         447
      28      27          95         359
      28      29          94         427
      28      43          95         431
      29      14          81         428
      29      28          88         295
      29      30          81         293
      29      44          94         194
      30      15          80         411
      30      29          98         395
      30      45          94         423
      31      16          80         540
      31      32          86         394
      31      46          95         251
      32      17          82         206
      32      31          98         472
      32      33          85         523
      32      47          81         197
      33      18          95         278
      33      32          86         189
      33      34          91         440
      33      48          93         321
      34      19          87         539
      34      33          96         276
      34      35          99         230
      34      49          99         449
      35      20          89         249
      35      34          98         159
      35      36          93         468
      35      50          87         438
      36      21          91         407
      36      35          83         294
      36      37          85         277
      36      51          96         375
      37      22          97         418
      37      36          96         349
      37      38          82         517
      37      52          82         405
      38      23          84         483
      38      37          94         233
      38      39          86         217
      38      53         100         187
      39      24          93         492
      39      38          93         260
      39      40          96         548
      39      54          87         513
      40      25          94         471
      40      39          87         472
      40      41          83         478
      40      55          83         275
      41      26          96         155
      41      40          96         226
      41      42          89         385
      41      56          83         515
      42      27          91         335
      42      41          92         471
      42      43          92         178
      42      57          85         355
      43      28          94         368
      43      42          94         201
      43      44          95         205
      43      58          84         540
      44      29          83         473
      44      43          84         333
      44      45          94         287
      44      59          89         168
      45      30          85         424
      45      44          92         486
      45      60          85         375
      46      31          98         372
      46      47          92         446
      46      61          99         306
      47      32          97         543
      47      46          89         517
      47      48          84         344
      47      62          80         416
      48      33          80         243
      48      47          97         263
      48      49          98         251
      48      63          86         244
      49      34          94         515
      49      48          85         271
      49      50          91         235
      49      64          84         192
      50      35          88         278
      50      49          84         506
      50      51          81         154
      50      65          82         214
      51      36          83         414
      51      50          86         503
      51      52          91         188
      51      66         100         262
      52      37          83         353
      52      51          95         156
      52      53          85         258
      52      67          80         256
      53      38          91         465
      53      52          84         192
      53      54          86         329
      53      68          94         256
      54      39          85         193
      54      53          85         500
      54      55          82         237
      54      69          84         486
      55      40          97         413
      55      54          94         263
      55      56          95         223
      55      70          81         270
      56      41          85         356
      56      55          85         475
      56      57         100         410
      56      71          91         359
      57      42          82         390
      57      56          80         385
      57      58          85         423
